path,dir,name,size,dword0,container_class,is_pol_dup,dup_identical,table_entry_count,model_count,tex_ref_count,tex_max_id,tex_referenced_bytes,tex_file_bytes,tex_delta_bytes,note
pol/pol_boss1q.bin,pol,pol_boss1q.bin,82291,0x0003B2C0,compressed,1,1,,,,,,,,
pol/pol_boss1z.bin,pol,pol_boss1z.bin,130796,0x0002CE00,compressed,1,1,,,,,,,,
pol/pol_boss1z_wing.bin,pol,pol_boss1z_wing.bin,2236,0x00000E60,compressed,1,1,,,,,,,,
pol/pol_boss2.bin,pol,pol_boss2.bin,127170,0x0003ED80,compressed,1,1,,,,,,,,
pol/pol_boss2_hane_hod1.bin,pol,pol_boss2_hane_hod1.bin,148295,0xBE112208,compressed,1,0,,,,,,,,"ANOMALY: same name, differing content"
pol/pol_boss2_hod1.bin,pol,pol_boss2_hod1.bin,44286,0x00015CE0,compressed,1,1,,,,,,,,
pol/pol_boss3.bin,pol,pol_boss3.bin,20001,0x00007320,compressed,1,1,,,,,,,,
pol/pol_boss3_hod1.bin,pol,pol_boss3_hod1.bin,433037,0x000D4F60,compressed,1,1,,,,,,,,
pol/pol_boss3l.bin,pol,pol_boss3l.bin,31908,0x0000C540,compressed,1,1,,,,,,,,
pol/pol_boss4.bin,pol,pol_boss4.bin,152586,0x00034F00,compressed,1,1,,,,,,,,
pol/pol_boss4_hod1.bin,pol,pol_boss4_hod1.bin,49792,0x00013CE0,compressed,1,1,,,,,,,,
pol/pol_boss4_hrs_hod1.bin,pol,pol_boss4_hrs_hod1.bin,173882,0x0005ABA0,compressed,1,1,,,,,,,,
pol/pol_boss4_kls_hod1.bin,pol,pol_boss4_kls_hod1.bin,326586,0x0009D860,compressed,1,1,,,,,,,,
pol/pol_boss4_mls_hod1.bin,pol,pol_boss4_mls_hod1.bin,226121,0x00070FE0,compressed,1,1,,,,,,,,
pol/pol_boss5.bin,pol,pol_boss5.bin,687817,0x00136C20,compressed,1,1,,,,,,,,
pol/pol_boss5b.bin,pol,pol_boss5b.bin,567605,0x001091A0,compressed,1,1,,,,,,,,
pol/pol_boss6.bin,pol,pol_boss6.bin,204653,0x000793E0,compressed,1,1,,,,,,,,
pol/pol_bridge.bin,pol,pol_bridge.bin,49643,0x0001C700,compressed,1,1,,,,,,,,
pol/pol_bridge_st5.bin,pol,pol_bridge_st5.bin,15653,0x00008220,compressed,1,1,,,,,,,,
pol/pol_buyo.bin,pol,pol_buyo.bin,153744,0x0004ED40,compressed,1,1,,,,,,,,
pol/pol_car_1.bin,pol,pol_car_1.bin,86925,0x000281A0,compressed,1,1,,,,,,,,
pol/pol_car_2.bin,pol,pol_car_2.bin,27638,0x0000D400,compressed,1,1,,,,,,,,
